Sample_contact_address,Sample_contact_institute,protocol,Sample_contact_state,Sample_contact_department,Sample_description,Sample_source_name_ch1,Sample_type,gsm_id,SRR,Sample_molecule_ch1,Sample_platform_id,data_source,Sample_status,Sample_library_selection,Sample_title,read_type,Sample_contact_laboratory,SRX,Sample_data_row_count,Sample_extract_protocol_ch1,Sample_organism_ch1,Sample_relation,Sample_contact_zip/postal_code,Sample_last_update_date,Sample_contact_country,Sample_library_strategy,Sample_characteristics_ch1,Sample_geo_accession,Sample_channel_count,Sample_library_source,organism,Sample_supplementary_file_1,Sample_instrument_model,Sample_taxid_ch1,Sample_contact_email,Sample_data_processing,Sample_contact_name,sample_name,Sample_contact_city,Sample_series_id,Sample_submission_date
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171902,SRR3562232,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell23,PAIRED,Stephen Quake,SRX1787844,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: unsure,GSM2171902,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171902/suppl/GSM2171902_1000010011.F08.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell23,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171903,SRR3562233,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell24,PAIRED,Stephen Quake,SRX1787845,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: unsure,GSM2171903,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171903/suppl/GSM2171903_1000010011.D01.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell24,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171904,SRR3562234,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell25,PAIRED,Stephen Quake,SRX1787846,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: unsure,GSM2171904,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171904/suppl/GSM2171904_1000010011.B08.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell25,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171905,SRR3562235,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell26,PAIRED,Stephen Quake,SRX1787847,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2171905,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171905/suppl/GSM2171905_1000010012.D07.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell26,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171906,SRR3562236,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell27,PAIRED,Stephen Quake,SRX1787848,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2171906,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171906/suppl/GSM2171906_1000010011.E12.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell27,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171907,SRR3562237,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell28,PAIRED,Stephen Quake,SRX1787849,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2171907,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171907/suppl/GSM2171907_1000010011.B06.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell28,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171908,SRR3562238,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell29,PAIRED,Stephen Quake,SRX1787850,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: unsure,GSM2171908,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171908/suppl/GSM2171908_1000010011.A08.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell29,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171909,SRR3562239,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell30,PAIRED,Stephen Quake,SRX1787851,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2171909,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171909/suppl/GSM2171909_1000010012.B07.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell30,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171910,SRR3562240,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell31,PAIRED,Stephen Quake,SRX1787852,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2171910,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171910/suppl/GSM2171910_1000010012.E09.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell31,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171911,SRR3562241,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell32,PAIRED,Stephen Quake,SRX1787853,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2171911,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171911/suppl/GSM2171911_1000010012.E12.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell32,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171912,SRR3562242,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell33,PAIRED,Stephen Quake,SRX1787854,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2171912,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171912/suppl/GSM2171912_1000010011.D06.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell33,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171913,SRR3562243,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell34,PAIRED,Stephen Quake,SRX1787855,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2171913,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171913/suppl/GSM2171913_1000010011.C02.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell34,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171914,SRR3562244,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell35,PAIRED,Stephen Quake,SRX1787856,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2171914,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171914/suppl/GSM2171914_1000010012.C03.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell35,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171915,SRR3562245,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell36,PAIRED,Stephen Quake,SRX1787857,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2171915,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171915/suppl/GSM2171915_1000010012.D03.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell36,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2171916,SRR3562246,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,21yr_male_cell37,PAIRED,Stephen Quake,SRX1787858,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: unsure,GSM2171916,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2171nnn/GSM2171916/suppl/GSM2171916_1000010011.D05.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",21yr_male_cell37,Stanford,GSE81547,May 20 2016
